,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1608041019295297537,1608041019295297537,1672221829000.0,2022-12-28 10:03:49,+0000,,Ada pula netizen yang menawarkan Prabowo untuk dibuatkan dan dikirimkan rawon buatan sendiri dan meminta orang nomor satu di Kementerian Pertahanan itu jika bersedia mampir.  @prabowo  dekade08  mendingprabowo  pilpres2024  terusmajubersamaprabowo,in,[],[],1547081967359119360,1547081967359119360,KintariRozza,Rozza Kintari,3,10,https://twitter.com/KintariRozza/status/1608041019295297537,[],[],0,,False,0,0,0,,pilpres 2024,,,,,,,[],,,,
1,1608040994083319809,1608040994083319809,1672221823000.0,2022-12-28 10:03:43,+0000,,Hal yang sama dikatakan Suhaidi penerima kaki palsu lainnya. Ia mengucapkan rasa syukur dan terima kasihnya kepada Prabowo.  @prabowo  dekade08  mendingprabowo  pilpres2024  terusmajubersamaprabowo,in,[],[],1508450054792953862,1508450054792953862,Taniaanandaa,Tania Ananda,3,10,https://twitter.com/Taniaanandaa/status/1608040994083319809,[],[],0,,False,0,0,0,,pilpres 2024,,,,,,,[],,,,
2,1608040987833806849,1608040987833806849,1672221822000.0,2022-12-28 10:03:42,+0000,,Ada pula netizen yang menawarkan Prabowo untuk dibuatkan dan dikirimkan rawon buatan sendiri dan meminta orang nomor satu di Kementerian Pertahanan itu jika bersedia mampir.  @prabowo  dekade08  mendingprabowo  pilpres2024  terusmajubersamaprabowo,in,[],[],1546897622492819456,1546897622492819456,DarrulHizya,Hizya Darrul,3,10,https://twitter.com/DarrulHizya/status/1608040987833806849,[],[],0,,False,0,0,0,,pilpres 2024,,,,,,,[],,,,
3,1608040986474844160,1608040986474844160,1672221821000.0,2022-12-28 10:03:41,+0000,,Wasekjen DPP Gerindra M Harrifar mengatakan bahwa apa yang dilakukannya ini adalah arahan dari Prabowo Subianto.  @prabowo  dekade08  mendingprabowo  pilpres2024  terusmajubersamaprabowo,in,[],[],1508320994737287174,1508320994737287174,Aviraagustia,Avira Agustia,3,10,https://twitter.com/Aviraagustia/status/1608040986474844160,[],[],0,,False,0,0,0,,pilpres 2024,,,,,,,[],,,,
4,1608040985866702852,1608040985866702852,1672221821000.0,2022-12-28 10:03:41,+0000,,Senyum bahagia terpancar dari wajah para penyandang disabilitas menerima bantuan kaki palsu dari Ketua Umum Partai Gerindra sekaligus Menteri Pertahanan Prabowo Subianto.  @prabowo  dekade08  mendingprabowo  pilpres2024  terusmajubersamaprabowo,in,[],[],1495427398908604420,1495427398908604420,zaskiaptri_,Zaskia Putri,3,10,https://twitter.com/zaskiaptri_/status/1608040985866702852,[],[],0,,False,0,0,0,,pilpres 2024,,,,,,,[],,,,
5,1608040966996520960,1608040966996520960,1672221817000.0,2022-12-28 10:03:37,+0000,,Senyum bahagia terpancar dari wajah para penyandang disabilitas menerima bantuan kaki palsu dari Ketua Umum Partai Gerindra sekaligus Menteri Pertahanan Prabowo Subianto.  @prabowo  dekade08  mendingprabowo  pilpres2024  terusmajubersamaprabowo,in,[],[],1495426677673201666,1495426677673201666,bulangaluhh_,Bulan Galuh,3,10,https://twitter.com/bulangaluhh_/status/1608040966996520960,[],[],0,,False,0,0,0,,pilpres 2024,,,,,,,[],,,,
6,1608040939729346560,1608040939729346560,1672221810000.0,2022-12-28 10:03:30,+0000,,Senyum bahagia terpancar dari wajah para penyandang disabilitas menerima bantuan kaki palsu dari Ketua Umum Partai Gerindra sekaligus Menteri Pertahanan Prabowo Subianto.  @prabowo  dekade08  mendingprabowo  pilpres2024  terusmajubersamaprabowo,in,[],[],1508708842192121860,1508708842192121860,VYulisti,Vina Yulisti,3,10,https://twitter.com/VYulisti/status/1608040939729346560,[],[],0,,False,0,0,0,,pilpres 2024,,,,,,,[],,,,
7,1608040930271166466,1608040930271166466,1672221808000.0,2022-12-28 10:03:28,+0000,,Wasekjen DPP Gerindra M Harrifar mengatakan bahwa apa yang dilakukannya ini adalah arahan dari Prabowo Subianto.  @prabowo  dekade08  mendingprabowo  pilpres2024  terusmajubersamaprabowo,in,[],[],1508340872517402626,1508340872517402626,AndiiEgi,Andi Egi,3,10,https://twitter.com/AndiiEgi/status/1608040930271166466,[],[],0,,False,0,0,0,,pilpres 2024,,,,,,,[],,,,
8,1608040900554526722,1608040900554526722,1672221801000.0,2022-12-28 10:03:21,+0000,,Hal yang sama dikatakan Suhaidi penerima kaki palsu lainnya. Ia mengucapkan rasa syukur dan terima kasihnya kepada Prabowo.  @prabowo  dekade08  mendingprabowo  pilpres2024  terusmajubersamaprabowo,in,[],[],1508323806603284480,1508323806603284480,BungaAnindyaa,Bunga Anindya,3,10,https://twitter.com/BungaAnindyaa/status/1608040900554526722,[],[],0,,False,0,0,0,,pilpres 2024,,,,,,,[],,,,
9,1608040893755584514,1608040893755584514,1672221799000.0,2022-12-28 10:03:19,+0000,,"Beberapa netizen juga merekomendasikan rawon di Surabaya yang tak kalah enak dari Rawon Setan, yakni Rawon Kalkulator yang terletak di sekitar Taman Bungkul.  @prabowo  dekade08  mendingprabowo  pilpres2024  terusmajubersamaprabowo",in,[],[],1547081967359119360,1547081967359119360,KintariRozza,Rozza Kintari,3,10,https://twitter.com/KintariRozza/status/1608040893755584514,[],[],0,,False,0,0,0,,pilpres 2024,,,,,,,[],,,,
