,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1608047396923244544,1608047396923244544,1672223350000.0,2022-12-28 10:29:10,+0000,,"""Karena itu, di dalam salah satu poin kerja sama calon presiden dan calon wakil presiden dari koalisi Gerindra dan PKB ditentukan oleh Pak Prabowo dan Pak Muhaimin,"" kata Muzani.  @prabowo  dekade08  mendingprabowo  pilpres2024  terusmajubersamaprabowo",in,[],[],1546873570470506496,1546873570470506496,Niaagustiann,Nia Agustian,3,10,https://twitter.com/Niaagustiann/status/1608047396923244544,[],[],0,,False,0,0,0,,prabowo presiden,,,,,,,[],,,,
1,1608047376559923200,1608047376559923200,1672223345000.0,2022-12-28 10:29:05,+0000,,"""Karena itu, di dalam salah satu poin kerja sama calon presiden dan calon wakil presiden dari koalisi Gerindra dan PKB ditentukan oleh Pak Prabowo dan Pak Muhaimin,"" kata Muzani.  @prabowo  dekade08  mendingprabowo  pilpres2024  terusmajubersamaprabowo",in,[],[],1533135550386843648,1533135550386843648,sastiafailaa_,Sastia Afaila,3,10,https://twitter.com/sastiafailaa_/status/1608047376559923200,[],[],0,,False,0,0,0,,prabowo presiden,,,,,,,[],,,,
2,1608047366829117440,1608047366829117440,1672223342000.0,2022-12-28 10:29:02,+0000,,"""Karena itu, di dalam salah satu poin kerja sama calon presiden dan calon wakil presiden dari koalisi Gerindra dan PKB ditentukan oleh Pak Prabowo dan Pak Muhaimin,"" kata Muzani.  @prabowo  dekade08  mendingprabowo  pilpres2024  terusmajubersamaprabowo",in,[],[],1534032147001946112,1534032147001946112,AhmadSy3_,Ahmad Syaputra,3,10,https://twitter.com/AhmadSy3_/status/1608047366829117440,[],[],0,,False,0,0,0,,prabowo presiden,,,,,,,[],,,,
3,1608047081528373249,1608047081528373249,1672223274000.0,2022-12-28 10:27:54,+0000,,"""Karena itu, di dalam salah satu poin kerja sama calon presiden dan calon wakil presiden dari koalisi Gerindra dan PKB ditentukan oleh Pak Prabowo dan Pak Muhaimin,"" kata Muzani.  @prabowo  dekade08  mendingprabowo  pilpres2024  terusmajubersamaprabowo",in,[],[],1532594183625912321,1532594183625912321,zky_zaki,Muhammad Zaki,3,10,https://twitter.com/zky_zaki/status/1608047081528373249,[],[],0,,False,0,0,0,,prabowo presiden,,,,,,,[],,,,
4,1608047031742001152,1608047031742001152,1672223263000.0,2022-12-28 10:27:43,+0000,,"""Karena itu, di dalam salah satu poin kerja sama calon presiden dan calon wakil presiden dari koalisi Gerindra dan PKB ditentukan oleh Pak Prabowo dan Pak Muhaimin,"" kata Muzani.  @prabowo  dekade08  mendingprabowo  pilpres2024  terusmajubersamaprabowo",in,[],[],1546374582298628096,1546374582298628096,HestiAndianiii,Hesti Andiani,3,10,https://twitter.com/HestiAndianiii/status/1608047031742001152,[],[],0,,False,0,0,0,,prabowo presiden,,,,,,,[],,,,
5,1608047005879914497,1608047005879914497,1672223256000.0,2022-12-28 10:27:36,+0000,,"""Karena itu, di dalam salah satu poin kerja sama calon presiden dan calon wakil presiden dari koalisi Gerindra dan PKB ditentukan oleh Pak Prabowo dan Pak Muhaimin,"" kata Muzani.  @prabowo  dekade08  mendingprabowo  pilpres2024  terusmajubersamaprabowo",in,[],[],1546370519410171905,1546370519410171905,Ridaharlina,Rida Harlina,3,10,https://twitter.com/Ridaharlina/status/1608047005879914497,[],[],0,,False,0,0,0,,prabowo presiden,,,,,,,[],,,,
6,1608046957741899776,1608046957741899776,1672223245000.0,2022-12-28 10:27:25,+0000,,"""Karena itu, di dalam salah satu poin kerja sama calon presiden dan calon wakil presiden dari koalisi Gerindra dan PKB ditentukan oleh Pak Prabowo dan Pak Muhaimin,"" kata Muzani.  @prabowo  dekade08  mendingprabowo  pilpres2024  terusmajubersamaprabowo",in,[],[],1532584095963701248,1532584095963701248,tina_aggr,Tina Anggraini,3,10,https://twitter.com/tina_aggr/status/1608046957741899776,[],[],0,,False,0,0,0,,prabowo presiden,,,,,,,[],,,,
7,1608046937839923202,1608046937839923202,1672223240000.0,2022-12-28 10:27:20,+0000,,Ketua Fraksi Gerindra DPR RI ini menyampaikan kedatangan Prabowo tak lain untuk meminta restu kepada para ulama untuk kembali berkontestasi dalam pemilihan presiden pada 2024.  @prabowo  dekade08  mendingprabowo  pilpres2024  terusmajubersamaprabowo,in,[],[],1533174806803206144,1533174806803206144,reisyarianaa_,Reisya Ariana,3,10,https://twitter.com/reisyarianaa_/status/1608046937839923202,[],[],0,,False,0,0,0,,prabowo presiden,,,,,,,[],,,,
8,1608046879849447425,1608046879849447425,1672223226000.0,2022-12-28 10:27:06,+0000,,Ketua Fraksi Gerindra DPR RI ini menyampaikan kedatangan Prabowo tak lain untuk meminta restu kepada para ulama untuk kembali berkontestasi dalam pemilihan presiden pada 2024.  @prabowo  dekade08  mendingprabowo  pilpres2024  terusmajubersamaprabowo,in,[],[],1508287842480697345,1508287842480697345,AxelAzarya,Axel Azarya,3,10,https://twitter.com/AxelAzarya/status/1608046879849447425,[],[],0,,False,0,0,0,,prabowo presiden,,,,,,,[],,,,
9,1608046860224327684,1608046860224327684,1672223222000.0,2022-12-28 10:27:02,+0000,,Ketua Fraksi Gerindra DPR RI ini menyampaikan kedatangan Prabowo tak lain untuk meminta restu kepada para ulama untuk kembali berkontestasi dalam pemilihan presiden pada 2024.  @prabowo  dekade08  mendingprabowo  pilpres2024  terusmajubersamaprabowo,in,[],[],1495408293149245441,1495408293149245441,nizaralimiii_,Nizar Alimi,3,10,https://twitter.com/nizaralimiii_/status/1608046860224327684,[],[],0,,False,0,0,0,,prabowo presiden,,,,,,,[],,,,
10,1608046821972271104,1608046821972271104,1672223213000.0,2022-12-28 10:26:53,+0000,,Ketua Fraksi Gerindra DPR RI ini menyampaikan kedatangan Prabowo tak lain untuk meminta restu kepada para ulama untuk kembali berkontestasi dalam pemilihan presiden pada 2024.  @prabowo  dekade08  mendingprabowo  pilpres2024  terusmajubersamaprabowo,in,[],[],1495405187422298114,1495405187422298114,riad_bhrni,Riad Bahroni,3,10,https://twitter.com/riad_bhrni/status/1608046821972271104,[],[],0,,False,0,0,0,,prabowo presiden,,,,,,,[],,,,
