,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1608048152250286081,1607380399050854402,1672223530000.0,2022-12-28 10:32:10,+0000,,@ekowboy2 Setuju apalagi prestasi Anies luar biasa ... Cocok Presiden Yaman 2024  https://t.co/KQ13trK1Xx,in,[],[],1346723311472918534,1346723311472918534,KharismaSang,SangKharisma,3,10,https://twitter.com/KharismaSang/status/1608048152250286081,[],['https://pbs.twimg.com/media/FlDvRbcacAEGHnu.jpg'],1,https://pbs.twimg.com/media/FlDvRbcacAEGHnu.jpg,False,0,0,0,,presiden 2024,,,,,,,"[{'screen_name': 'ekowboy2', 'name': '🄴🄺🄾 🅆🄸🄳🄾🄳🄾', 'id': '1006827831995711488'}]",,,,
1,1608047932233908224,1608007878463619072,1672223477000.0,2022-12-28 10:31:17,+0000,,"@ekowboy2 Hampir sama selalu baik di depan tapi kenyataanya Nol Besar.., ini rakyat yang mendengarkan butuh bukti. Bicara seperti ini di depan mahasiswa aja karena nanti di buktikan dengan KKN.  https://t.co/P2vIhQnDyd",in,[],[],268235532,268235532,Anang_soetoyo,Prabowo_Presiden_2024,3,10,https://twitter.com/Anang_soetoyo/status/1608047932233908224,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1608047623268892684/pu/img/PBJfvzPf2PpYv6vU.jpg,False,0,0,0,,presiden 2024,,,,,,,"[{'screen_name': 'ekowboy2', 'name': '🄴🄺🄾 🅆🄸🄳🄾🄳🄾', 'id': '1006827831995711488'}]",,,,
2,1608047394326810624,1608047394326810624,1672223349000.0,2022-12-28 10:29:09,+0000,,Ganjar Calon Presiden 2024 #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2027 #ganjarpranowofor2027 #GanjarPilihanRakyat  https://t.co/2xziyUASwB,in,"['ganjarpranowo', 'ganjar_pranowo', 'ganjarkita', 'ganjaruntukindonesia', 'sahabatganjar', 'relawanganjar', 'capres2027', 'ganjarpranowofor2027', 'ganjarpilihanrakyat']",[],1357581565551775752,1357581565551775752,Laskarorangbaik,Laskar Indonesia,3,10,https://twitter.com/Laskarorangbaik/status/1608047394326810624,[],['https://pbs.twimg.com/media/FlDulU4XoAEsN1U.jpg'],1,https://pbs.twimg.com/media/FlDulU4XoAEsN1U.jpg,False,0,0,0,,presiden 2024,,,,,,,[],,,,
3,1608047232741441536,1608047232741441536,1672223311000.0,2022-12-28 10:28:31,+0000,,Kolaborasi Presiden Jokowi dan Menko Airlangga Kerja untuk Rakyat.  #airlanggahartarto #partaigolkar #golkarindonesia #MenkoPerekonomian #Jokowi  https://t.co/nrf4iCEoPz,in,"['airlanggahartarto', 'partaigolkar', 'golkarindonesia', 'menkoperekonomian', 'jokowi']",[],1539130453768404992,1539130453768404992,PemimpinBangsa3,Pemimpin Bangsa 2024,3,10,https://twitter.com/PemimpinBangsa3/status/1608047232741441536,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1608047109349199873/pu/img/47CZl-8mzH2ypF1s.jpg,False,0,0,0,,presiden 2024,,,,,,,[],,,,
4,1608046937839923202,1608046937839923202,1672223240000.0,2022-12-28 10:27:20,+0000,,Ketua Fraksi Gerindra DPR RI ini menyampaikan kedatangan Prabowo tak lain untuk meminta restu kepada para ulama untuk kembali berkontestasi dalam pemilihan presiden pada 2024.  @prabowo  dekade08  mendingprabowo  pilpres2024  terusmajubersamaprabowo,in,[],[],1533174806803206144,1533174806803206144,reisyarianaa_,Reisya Ariana,3,10,https://twitter.com/reisyarianaa_/status/1608046937839923202,[],[],0,,False,0,0,0,,presiden 2024,,,,,,,[],,,,
5,1608046879849447425,1608046879849447425,1672223226000.0,2022-12-28 10:27:06,+0000,,Ketua Fraksi Gerindra DPR RI ini menyampaikan kedatangan Prabowo tak lain untuk meminta restu kepada para ulama untuk kembali berkontestasi dalam pemilihan presiden pada 2024.  @prabowo  dekade08  mendingprabowo  pilpres2024  terusmajubersamaprabowo,in,[],[],1508287842480697345,1508287842480697345,AxelAzarya,Axel Azarya,3,10,https://twitter.com/AxelAzarya/status/1608046879849447425,[],[],0,,False,0,0,0,,presiden 2024,,,,,,,[],,,,
6,1608046860224327684,1608046860224327684,1672223222000.0,2022-12-28 10:27:02,+0000,,Ketua Fraksi Gerindra DPR RI ini menyampaikan kedatangan Prabowo tak lain untuk meminta restu kepada para ulama untuk kembali berkontestasi dalam pemilihan presiden pada 2024.  @prabowo  dekade08  mendingprabowo  pilpres2024  terusmajubersamaprabowo,in,[],[],1495408293149245441,1495408293149245441,nizaralimiii_,Nizar Alimi,3,10,https://twitter.com/nizaralimiii_/status/1608046860224327684,[],[],0,,False,0,0,0,,presiden 2024,,,,,,,[],,,,
7,1608046821972271104,1608046821972271104,1672223213000.0,2022-12-28 10:26:53,+0000,,Ketua Fraksi Gerindra DPR RI ini menyampaikan kedatangan Prabowo tak lain untuk meminta restu kepada para ulama untuk kembali berkontestasi dalam pemilihan presiden pada 2024.  @prabowo  dekade08  mendingprabowo  pilpres2024  terusmajubersamaprabowo,in,[],[],1495405187422298114,1495405187422298114,riad_bhrni,Riad Bahroni,3,10,https://twitter.com/riad_bhrni/status/1608046821972271104,[],[],0,,False,0,0,0,,presiden 2024,,,,,,,[],,,,
8,1608046786400374784,1608046786400374784,1672223204000.0,2022-12-28 10:26:44,+0000,,Ketua Fraksi Gerindra DPR RI ini menyampaikan kedatangan Prabowo tak lain untuk meminta restu kepada para ulama untuk kembali berkontestasi dalam pemilihan presiden pada 2024.  @prabowo  dekade08  mendingprabowo  pilpres2024  terusmajubersamaprabowo,in,[],[],1546873570470506496,1546873570470506496,Niaagustiann,Nia Agustian,3,10,https://twitter.com/Niaagustiann/status/1608046786400374784,[],[],0,,False,0,0,0,,presiden 2024,,,,,,,[],,,,
9,1608046721560645633,1608046721560645633,1672223189000.0,2022-12-28 10:26:29,+0000,,Ketua Fraksi Gerindra DPR RI ini menyampaikan kedatangan Prabowo tak lain untuk meminta restu kepada para ulama untuk kembali berkontestasi dalam pemilihan presiden pada 2024.  @prabowo  dekade08  mendingprabowo  pilpres2024  terusmajubersamaprabowo,in,[],[],1533170144205479936,1533170144205479936,sasqia_radaulii,Sasqia Radauli,3,10,https://twitter.com/sasqia_radaulii/status/1608046721560645633,[],[],0,,False,0,0,0,,presiden 2024,,,,,,,[],,,,
10,1608046631903203329,1608046631903203329,1672223167000.0,2022-12-28 10:26:07,+0000,,Ketua Fraksi Gerindra DPR RI ini menyampaikan kedatangan Prabowo tak lain untuk meminta restu kepada para ulama untuk kembali berkontestasi dalam pemilihan presiden pada 2024.  @prabowo  dekade08  mendingprabowo  pilpres2024  terusmajubersamaprabowo,in,[],[],1547052168967991296,1547052168967991296,Fuzaandini,Fuza Andini,3,10,https://twitter.com/Fuzaandini/status/1608046631903203329,[],[],0,,False,0,0,0,,presiden 2024,,,,,,,[],,,,
11,1608046620758913024,1608046620758913024,1672223165000.0,2022-12-28 10:26:05,+0000,,Ketua Fraksi Gerindra DPR RI ini menyampaikan kedatangan Prabowo tak lain untuk meminta restu kepada para ulama untuk kembali berkontestasi dalam pemilihan presiden pada 2024.  @prabowo  dekade08  mendingprabowo  pilpres2024  terusmajubersamaprabowo,in,[],[],1533135550386843648,1533135550386843648,sastiafailaa_,Sastia Afaila,3,10,https://twitter.com/sastiafailaa_/status/1608046620758913024,[],[],0,,False,0,0,0,,presiden 2024,,,,,,,[],,,,
