,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1608040539575980033,1608040539575980033,1672221715000.0,2022-12-28 10:01:55,+0000,,"#TemanPemilih, berikut rekapitulasi jumlah pendaftar calon anggota PPS untuk Pemilu 2024 KPU Kota Blitar per tanggal 28 Desember 2022 pukul 16.00 WIB.  #PemiluSerentak2024 #KPUMelayani  https://t.co/2LLCu95Yad",in,"['temanpemilih', 'pemiluserentak2024', 'kpumelayani']",[],721891886445633536,721891886445633536,kpukotablitar,@KPU KOTA BLITAR,3,10,https://twitter.com/kpukotablitar/status/1608040539575980033,[],['https://pbs.twimg.com/media/FlDoVraaEAAU86v.jpg'],1,https://pbs.twimg.com/media/FlDoVraaEAAU86v.jpg,False,0,0,0,,pemilu 2024,,,,,,,[],,,,
1,1608040377185112066,1608040377185112066,1672221676000.0,2022-12-28 10:01:16,+0000,,Coming Soon Rekrutmen 307 Pengawas Kelurahan/Desa (PKD) Se-Kabupaten Ponorogo pada Pemilu Serentak Tahun 2024.  Informasi lebih lanjut pantau terus melalui medsos dan website Bawaslu Ponorogo.  #bawasluponorogo #bawaslujatim #AyoAwasiBersama  https://t.co/nUHhqikUZ4,in,"['bawasluponorogo', 'bawaslujatim', 'ayoawasibersama']",[],1179609425222332416,1179609425222332416,BawasluPonorogo,BAWASLU PONOROGO,3,10,https://twitter.com/BawasluPonorogo/status/1608040377185112066,[],['https://pbs.twimg.com/media/FlDoJ4GaUAEGqPG.jpg'],1,https://pbs.twimg.com/media/FlDoJ4GaUAEGqPG.jpg,False,0,0,0,,pemilu 2024,,,,,,,[],,,,
2,1608040217507958786,1608040217507958786,1672221638000.0,2022-12-28 10:00:38,+0000,,"Pangkalpinang,  https://t.co/neLAOYgfGe - #SeperadikPemilih KPU Provinsi Kepulauan Bangka Belitung menerima persyaratan minimal dukungan dari bakal calon anggota DPD Pemilu 2024 bertempat di ruang rapat KPU Babel.   #KPUBabel #KPUMelayani #PemiluSerentak2024  https://t.co/9O3wmjaSXM",in,"['seperadikpemilih', 'kpubabel', 'kpumelayani', 'pemiluserentak2024']",[],1371298521190572033,1371298521190572033,KPUBabel,KPU PROV. KEP. BABEL,3,10,https://twitter.com/KPUBabel/status/1608040217507958786,['http://babel.kpu.go.id'],"['https://pbs.twimg.com/media/FlDn46qaUAIRK5-.jpg', 'https://pbs.twimg.com/media/FlDn8EQagAIMdve.jpg', 'https://pbs.twimg.com/media/FlDn8ETagAMNm2M.jpg', 'https://pbs.twimg.com/media/FlDn8FsaMAIk_-_.jpg']",1,https://pbs.twimg.com/media/FlDn46qaUAIRK5-.jpg,False,0,0,0,,pemilu 2024,,,,,,,[],,,,
3,1608040192522190848,1608040192522190848,1672221632000.0,2022-12-28 10:00:32,+0000,,"Menteri BUMN Erick Thohir disebut-sebut sebagai kandidat terkuat cawapres dalam Pemilu 2024. Selain punya elektabilitas tinggi, ia juga punya banyak modal politik, termasuk bisa menggaet suara warga NU. #Terbaru #KotakSuara  https://t.co/F5nhXfY4Qp",in,"['terbaru', 'kotaksuara']",[],2388795571,2388795571,mojokdotco,Mojok.co,3,10,https://twitter.com/mojokdotco/status/1608040192522190848,['https://mojok.co/kilas/kotak-suara/angin-segar-erick-thohir-cawapres-terpopuler-berpotensi-raup-suara-nu/'],[],0,,False,0,0,0,,pemilu 2024,,,,,,,[],,,,
4,1608040066047148032,1608040066047148032,1672221602000.0,2022-12-28 10:00:02,+0000,,"Pada Pemilu 2019, Generasi Milenial menjadi penentu pilihan mayoritas. Namun, keikutsertaan pemilih GenZ pada 2024 memungkinkan terjadinya pergeseran preferensi pilihan dan memengaruhi hasil Pemilu 2024.  Generasi Z dan Pemilu 2024 #Opini 28 Desember 2022   https://t.co/6wjpuCmxrI  https://t.co/lhFIWPWFAj",in,['opini'],[],255866913,255866913,hariankompas,Harian Kompas,3,10,https://twitter.com/hariankompas/status/1608040066047148032,['https://bit.ly/3IalVkK'],['https://pbs.twimg.com/media/FlCPXI-akAAznBr.jpg'],1,https://pbs.twimg.com/media/FlCPXI-akAAznBr.jpg,False,0,0,0,,pemilu 2024,,,,,,,[],,,,
5,1608039353124802560,1608039353124802560,1672221432000.0,2022-12-28 09:57:12,+0000,,"Dewan Penasehat CIC, Jupiter Sembiring : Komisi Pemilihan Umum (KPU) RI Persulit Parpol Ikuti Pemilu 2024 Mendatang  https://t.co/sz2NPych0G",in,[],[],2224365780,2224365780,pelawi_piter,pelawipiter,3,09,https://twitter.com/pelawi_piter/status/1608039353124802560,['https://metroposkota.com/2022/12/28/dewan-penasehat-cic-jupiter-sembiring-komisi-pemilihan-umum-kpu-ri-persulit-parpol-ikuti-pemilu-2024-mendatang/'],[],0,,False,0,0,0,,pemilu 2024,,,,,,,[],,,,
6,1608039313199202304,1608039313199202304,1672221422000.0,2022-12-28 09:57:02,+0000,,KPU Akan Gunakan Kotak Suara Berbahan Kardus di Pemilu 2024  https://t.co/AyX1xcP1Sn,in,[],[],47596019,47596019,liputan6dotcom,LIPUTAN6,3,09,https://twitter.com/liputan6dotcom/status/1608039313199202304,['http://dlvr.it/Sg2hTR'],[],0,,False,1,0,0,,pemilu 2024,,,,,,,[],,,,
7,1608038926803173378,1608038926803173378,1672221330000.0,2022-12-28 09:55:30,+0000,,"Ketua dan Anggota Komisioner Panwaslu Kecamatan Sukatani menghadiri acara rapat minggon kecamatan yang berlangsung di Aula Kecamatan Sukatani pada hari Selasa, 27 Desember 2022. #panwaslusukatani #ayoawasibersama #sahabatbawaslu #sukatanipurwakarta #jawabarat #bawaslu #pemilu2024  https://t.co/fRvnqEcXnz",in,"['panwaslusukatani', 'ayoawasibersama', 'sahabatbawaslu', 'sukatanipurwakarta', 'jawabarat', 'bawaslu', 'pemilu2024']",[],1594965972162527233,1594965972162527233,panwas_sukatani,Panwaslu Sukatani,3,09,https://twitter.com/panwas_sukatani/status/1608038926803173378,[],['https://pbs.twimg.com/media/FlDmwDhakAIMA1x.jpg'],1,https://pbs.twimg.com/media/FlDmwDhakAIMA1x.jpg,False,0,0,0,,pemilu 2024,,,,,,,[],,,,
8,1608038881555017728,1608038881555017728,1672221319000.0,2022-12-28 09:55:19,+0000,,"Ka Badan Kesbangpol Prov Jateng mewakili Sekretaris Daerah Provinsi Jawa Tengah menjadi narasumber pada kegiatan Rapat Evaluasi Pelaksanaan Kegiatan dan Tahapan Pemilu 2024 yang diselenggarakan oleh KPU Jawa Tengah, Semarang 27/12/22. @Haerudin_hae70  @KPU_Jateng  https://t.co/AZ6xGetYDb",in,[],[],2714014045,2714014045,kesbangpoljtg,Badan Kesbangpol Provinsi Jawa Tengah,3,09,https://twitter.com/kesbangpoljtg/status/1608038881555017728,[],"['https://pbs.twimg.com/media/FlDm0x8WIAAK3UZ.jpg', 'https://pbs.twimg.com/media/FlDm1JOWQAAlqFC.jpg', 'https://pbs.twimg.com/media/FlDm1dgXgAAoYM7.jpg', 'https://pbs.twimg.com/media/FlDm1xeX0AEvA4A.jpg']",1,https://pbs.twimg.com/media/FlDm0x8WIAAK3UZ.jpg,False,0,0,0,,pemilu 2024,,,,,,,[],,,,
9,1608038792191176704,1608038792191176704,1672221298000.0,2022-12-28 09:54:58,+0000,,"Dalam menyambut Pemilu Serentak 2024, kata Muzani lagi, kiai sepuh menitipkan agar Partai Gerindra dan PKB untuk tetap solid menguatkan kerjasama politik.  @prabowo  dekade08  mendingprabowo  pilpres2024  terusmajubersamaprabowo",in,[],[],1547081967359119360,1547081967359119360,KintariRozza,Rozza Kintari,3,09,https://twitter.com/KintariRozza/status/1608038792191176704,[],[],0,,False,0,0,0,,pemilu 2024,,,,,,,[],,,,
